Gender,Marital_Status,Employment_Type,Education_Level,Loan_Purpose,Age,Loan_Amount,Tenure_Months,Income
Male,Single,Unemployed,Diploma,Business,58,991890,11,811058
Male,Single,Salaried,Master,Business,55,384313,37,276024
Female,Single,Self-employed,Bachelor,Education,51,674929,47,1279351
Female,Single,Unemployed,High School,Education,34,257199,23,1011858
Female,Widowed,Salaried,PhD,Housing,54,136060,20,141288
Female,Married,Salaried,Master,Medical,42,197954,45,521678
Female,Divorced,Self-employed,Bachelor,Personal,55,735753,37,1479740
Female,Divorced,Self-employed,Master,Business,29,140544,14,935733
Male,Divorced,Salaried,PhD,Education,40,534628,42,1872700
Female,Single,Self-employed,High School,Personal,59,709309,15,64390
Female,Single,Self-employed,PhD,Education,39,616590,25,547619
Female,Single,Unemployed,Master,Education,38,989947,11,268547
Female,Widowed,Self-employed,Bachelor,Personal,44,757028,53,601595
Male,Widowed,Self-employed,Diploma,Business,48,477243,8,277436
Female,Divorced,Salaried,Bachelor,Education,23,534426,47,275121
Male,Divorced,Self-employed,PhD,Housing,44,403574,16,301063
Male,Widowed,Self-employed,Diploma,Business,57,653907,48,1123078
Female,Single,Self-employed,Bachelor,Housing,51,478466,22,1645350
Female,Divorced,Self-employed,Diploma,Business,29,881808,37,1472533
Female,Divorced,Unemployed,Bachelor,Business,62,634219,9,1792194
Male,Widowed,Unemployed,High School,Education,24,958158,9,1811652
Male,Widowed,Self-employed,Master,Housing,27,166951,22,278300
Female,Widowed,Unemployed,Master,Housing,62,877964,46,153920
Male,Divorced,Self-employed,Bachelor,Medical,34,852210,24,1835430
Male,Married,Self-employed,Diploma,Personal,43,572060,10,1068056
Male,Married,Self-employed,Diploma,Housing,38,68478,37,1443488
Female,Widowed,Unemployed,PhD,Business,45,467569,27,978252
Male,Single,Self-employed,High School,Education,63,561050,11,637073
Male,Widowed,Salaried,Master,Medical,19,154355,40,650338
Male,Single,Salaried,PhD,Business,60,729282,27,597026
Female,Married,Unemployed,High School,Medical,18,704780,6,124231
Female,Divorced,Self-employed,PhD,Medical,53,852000,25,123606
Male,Married,Salaried,Master,Housing,43,881522,27,1585093
Female,Married,Unemployed,PhD,Medical,46,816651,53,1402382
Female,Divorced,Unemployed,Diploma,Education,38,853601,16,1479033
Male,Divorced,Unemployed,Bachelor,Business,28,503671,18,1325945
Male,Married,Salaried,PhD,Housing,57,609253,47,1900131
Female,Married,Unemployed,PhD,Medical,28,187912,8,543896
Female,Single,Salaried,Master,Personal,53,185767,14,206688
Female,Married,Self-employed,Master,Business,56,246281,17,545898
Female,Married,Salaried,PhD,Medical,57,94754,28,1371902
Male,Single,Salaried,Bachelor,Medical,52,612276,19,1975377
Female,Single,Unemployed,Master,Business,51,461558,38,1066382
Male,Single,Unemployed,Master,Education,64,517732,23,1553805
Female,Married,Salaried,PhD,Business,41,160023,54,212403
Male,Divorced,Salaried,High School,Personal,39,666667,46,751458
Male,Widowed,Salaried,High School,Housing,22,90388,14,1124704
Male,Married,Self-employed,Bachelor,Personal,50,887200,28,1130132
Male,Single,Salaried,High School,Housing,53,831860,15,1357046
Male,Widowed,Salaried,High School,Education,64,249779,24,1775812
Male,Single,Self-employed,High School,Housing,37,888453,52,1238597
Male,Married,Salaried,High School,Medical,36,914850,10,626250
Female,Widowed,Self-employed,PhD,Personal,52,216846,52,1712918
Female,Widowed,Unemployed,High School,Personal,60,704335,57,567200
Female,Divorced,Unemployed,Master,Education,34,142212,28,1300854
Male,Single,Unemployed,High School,Medical,62,952346,35,1646963
Male,Widowed,Self-employed,PhD,Housing,60,822853,30,1334519
Male,Widowed,Salaried,High School,Education,51,798140,33,980220
Male,Divorced,Self-employed,PhD,Housing,26,931134,39,233683
Male,Divorced,Unemployed,High School,Personal,43,422811,50,1792821
Male,Widowed,Self-employed,Master,Medical,19,610309,53,1413864
Male,Married,Unemployed,Master,Housing,26,169380,52,1294868
Female,Divorced,Unemployed,Diploma,Business,26,54789,30,582125
Female,Married,Unemployed,Master,Education,57,983194,15,1279003
Female,Single,Self-employed,PhD,Personal,34,36086,19,1276947
Female,Married,Self-employed,High School,Education,18,289003,47,986663
Male,Single,Self-employed,Bachelor,Medical,42,541972,51,953112
Male,Single,Self-employed,Master,Personal,60,101088,35,822291
Female,Widowed,Self-employed,Bachelor,Education,57,404423,46,1467522
Male,Divorced,Self-employed,High School,Education,59,580387,30,1083879
Female,Single,Self-employed,Bachelor,Personal,42,995000,19,676701
Male,Divorced,Salaried,Diploma,Education,56,600381,40,101012
Male,Divorced,Self-employed,PhD,Business,52,170761,57,180193
Female,Married,Unemployed,High School,Education,20,845083,53,1026809
Male,Married,Unemployed,Master,Medical,54,548181,39,268168
Male,Single,Unemployed,Master,Medical,61,501024,15,198178
Female,Single,Unemployed,Bachelor,Housing,61,600706,40,108123
Female,Divorced,Self-employed,Diploma,Business,47,135074,16,161825
Male,Single,Self-employed,Bachelor,Housing,55,899497,16,1631584
Male,Divorced,Self-employed,PhD,Education,51,140351,26,1267309
Male,Married,Salaried,High School,Housing,29,725371,26,820391
Female,Divorced,Self-employed,Bachelor,Business,36,48635,27,1323546
Female,Divorced,Unemployed,Master,Personal,54,983619,50,274866
Female,Widowed,Self-employed,PhD,Medical,61,105071,12,1074208
Male,Single,Salaried,Diploma,Personal,34,475918,22,988624
Male,Widowed,Self-employed,Master,Education,27,874950,7,1249438
Female,Widowed,Self-employed,Bachelor,Medical,64,378377,17,632943
Male,Divorced,Self-employed,Diploma,Personal,29,900083,47,765003
Female,Widowed,Unemployed,Master,Education,33,607093,23,1716312
Male,Married,Salaried,PhD,Housing,41,986458,59,228446
Male,Widowed,Self-employed,High School,Education,36,431280,16,748267
Female,Single,Salaried,High School,Education,25,919245,21,1279719
Female,Widowed,Salaried,PhD,Business,48,351207,54,1743371
Female,Married,Unemployed,High School,Medical,38,274598,56,346956
Male,Widowed,Self-employed,Master,Education,34,293022,23,886002
Female,Single,Salaried,Bachelor,Education,40,192170,40,1411621
Female,Single,Salaried,Master,Business,54,203226,58,1158762
Female,Married,Self-employed,Diploma,Business,33,154063,31,1220642
Female,Single,Salaried,Master,Education,23,602632,21,440508
Male,Divorced,Unemployed,PhD,Business,25,901378,11,1804187
Female,Married,Unemployed,Bachelor,Housing,42,570881,49,1819107
Male,Single,Salaried,Diploma,Business,35,570592,48,86160
Male,Divorced,Self-employed,Master,Personal,42,433602,52,69156
Female,Married,Unemployed,Bachelor,Housing,29,720580,52,1174784
Female,Married,Unemployed,High School,Business,32,123613,53,523196
Male,Single,Self-employed,Diploma,Housing,43,734698,47,515536
Female,Single,Unemployed,High School,Medical,58,497505,17,723289
Male,Single,Salaried,Diploma,Housing,62,424299,18,509822
Male,Widowed,Unemployed,PhD,Business,43,552642,9,1329802
Male,Married,Salaried,High School,Education,64,294334,44,1554351
Female,Married,Unemployed,Diploma,Education,49,540430,59,1545997
Male,Widowed,Self-employed,High School,Personal,27,431614,7,1864630
Female,Married,Unemployed,High School,Business,33,193043,31,1560267
Female,Divorced,Salaried,High School,Education,24,838294,32,769701
Female,Divorced,Unemployed,Master,Education,34,718770,32,931809
Male,Divorced,Self-employed,Master,Personal,40,160575,20,355007
Female,Married,Unemployed,Master,Housing,43,135438,13,787197
Female,Single,Self-employed,Bachelor,Medical,38,582744,12,115439
Male,Widowed,Self-employed,PhD,Housing,39,634455,52,1761130
Female,Married,Unemployed,Bachelor,Personal,24,878467,51,1825323
Female,Married,Unemployed,PhD,Housing,31,804448,45,695649
Female,Married,Unemployed,Master,Education,32,274528,17,262986
Female,Single,Salaried,PhD,Business,24,203392,18,1295862
Female,Divorced,Salaried,Diploma,Personal,26,418288,48,1981184
Female,Widowed,Salaried,High School,Personal,25,112239,22,1591084
Male,Married,Salaried,Bachelor,Business,40,645719,22,79777
Male,Widowed,Unemployed,PhD,Personal,46,876450,41,1355003
Female,Married,Unemployed,Diploma,Personal,35,574798,26,1780119
Female,Single,Unemployed,Diploma,Housing,48,714293,13,470661
Male,Divorced,Self-employed,Diploma,Business,47,818258,10,248110
Female,Widowed,Self-employed,High School,Personal,56,340170,31,1083981
Female,Widowed,Salaried,PhD,Education,52,131668,21,1447921
Female,Widowed,Unemployed,High School,Education,35,776988,41,464627
Female,Divorced,Salaried,High School,Personal,59,428734,33,755937
Male,Single,Salaried,Bachelor,Business,56,558333,59,328011
Female,Married,Salaried,PhD,Medical,34,191948,34,1685365
Female,Married,Unemployed,PhD,Personal,31,495662,52,1243914
Male,Widowed,Self-employed,Diploma,Education,48,624390,17,1924430
Male,Divorced,Self-employed,PhD,Business,41,324063,42,740568
Female,Widowed,Unemployed,High School,Business,52,633729,35,1600330
Male,Married,Salaried,High School,Medical,61,168175,28,1744408
Male,Single,Unemployed,Diploma,Business,62,259877,21,1523005
Male,Divorced,Unemployed,High School,Business,51,963692,19,1761303
Male,Single,Self-employed,Bachelor,Business,20,146917,15,1878094
Male,Widowed,Salaried,Diploma,Personal,54,227770,12,609650
Male,Divorced,Unemployed,High School,Medical,60,964178,50,300449
Female,Widowed,Self-employed,PhD,Medical,57,652613,57,363732
Male,Divorced,Self-employed,High School,Housing,43,553625,42,1267933
Female,Single,Unemployed,PhD,Housing,40,687673,34,1749547
Female,Married,Self-employed,Master,Business,61,954447,8,830445
Male,Married,Unemployed,Master,Personal,56,350093,20,255827
Male,Single,Self-employed,Bachelor,Business,32,796708,41,252918
Female,Widowed,Unemployed,High School,Education,21,323295,52,1397027
Female,Single,Unemployed,High School,Business,46,945115,51,1062671
Male,Married,Unemployed,Master,Business,39,677304,57,392424
Male,Divorced,Self-employed,Bachelor,Medical,42,849319,24,1511659
Male,Married,Self-employed,High School,Business,30,615730,18,892955
Male,Single,Unemployed,High School,Business,35,59847,47,973882
Male,Widowed,Self-employed,High School,Education,50,68653,26,790045
Male,Divorced,Unemployed,Master,Medical,33,751432,42,1206245
Male,Divorced,Unemployed,High School,Business,62,787949,32,782318
Male,Married,Salaried,Master,Housing,59,328766,57,208998
Female,Single,Unemployed,Bachelor,Education,61,299954,34,1726079
Female,Divorced,Salaried,PhD,Medical,19,87842,25,672995
Male,Single,Self-employed,High School,Business,52,918657,30,1504972
Male,Married,Salaried,Bachelor,Business,59,282647,11,1715701
Female,Widowed,Salaried,High School,Business,51,94761,41,295847
Male,Single,Unemployed,High School,Personal,47,440192,7,1326120
Male,Divorced,Salaried,PhD,Business,30,922871,27,1964880
Female,Married,Self-employed,High School,Education,30,808022,37,1026006
Female,Married,Salaried,Master,Housing,35,526637,21,924168
Male,Married,Unemployed,High School,Business,49,676246,23,317614
Male,Single,Self-employed,Diploma,Business,49,940370,10,1326043
Female,Single,Salaried,Master,Personal,52,338768,59,1244601
Male,Single,Self-employed,Master,Housing,56,996403,41,1858516
Female,Married,Salaried,Diploma,Medical,63,698152,35,1006011
Female,Married,Unemployed,High School,Education,46,412980,50,1610753
Female,Widowed,Salaried,Bachelor,Housing,46,791198,24,1977977
Female,Single,Salaried,Master,Business,61,130356,28,1714357
Female,Widowed,Salaried,PhD,Personal,33,227228,39,842955
Female,Widowed,Salaried,PhD,Education,61,52727,18,1316571
Female,Widowed,Self-employed,PhD,Business,64,350615,48,1811126
Male,Widowed,Self-employed,Bachelor,Personal,27,542356,59,343313
Male,Single,Salaried,High School,Housing,47,651211,34,1668505
Female,Divorced,Salaried,Diploma,Personal,42,410511,41,204062
Male,Married,Salaried,Bachelor,Business,56,444376,27,1652525
Male,Single,Self-employed,High School,Personal,37,21390,57,1767355
Male,Single,Self-employed,PhD,Housing,22,641040,57,1899465
Male,Married,Self-employed,High School,Housing,18,947635,52,904032
Female,Single,Unemployed,Master,Medical,47,366898,41,1726483
Male,Single,Salaried,Diploma,Medical,20,348113,14,1436822
Male,Single,Self-employed,Diploma,Housing,62,680398,44,607373
Male,Married,Unemployed,High School,Education,31,979831,56,1195640
Female,Widowed,Unemployed,Master,Personal,47,759078,24,756014
Male,Widowed,Self-employed,Diploma,Business,21,349208,43,1497922
Female,Divorced,Self-employed,Diploma,Business,35,31281,11,1728587
Male,Divorced,Unemployed,High School,Education,54,64189,57,183114
Female,Widowed,Unemployed,High School,Business,42,272093,52,906566
Male,Widowed,Self-employed,PhD,Business,18,320655,20,1927990
Female,Single,Salaried,Master,Education,63,656403,25,541638
Male,Divorced,Self-employed,PhD,Personal,32,542893,14,1950193
Male,Single,Self-employed,Bachelor,Medical,26,372462,37,607765
Male,Single,Unemployed,PhD,Medical,32,404597,9,1737025
Male,Widowed,Unemployed,PhD,Education,41,994138,55,1937717
Female,Married,Unemployed,High School,Medical,21,816242,23,734076
Female,Married,Salaried,Master,Medical,29,259415,10,1438857
Male,Single,Salaried,Master,Education,54,689682,25,1921026
Female,Divorced,Self-employed,Master,Medical,54,51869,28,189133
Male,Married,Unemployed,PhD,Personal,60,567243,16,1762545
Female,Single,Salaried,Bachelor,Business,23,595676,42,1396091
Male,Single,Unemployed,PhD,Education,56,775612,27,815710
Female,Widowed,Self-employed,PhD,Business,63,20207,9,395165
Female,Single,Self-employed,PhD,Personal,41,228401,34,1512597
Female,Married,Self-employed,PhD,Housing,28,995132,49,320001
Female,Single,Salaried,PhD,Housing,30,169292,39,1765556
Female,Married,Unemployed,Diploma,Housing,51,487266,18,1631041
Female,Single,Unemployed,Bachelor,Business,42,506762,47,473327
Female,Married,Self-employed,Master,Personal,24,215157,14,1350418
Female,Widowed,Salaried,Bachelor,Medical,21,32031,47,1449298
Male,Divorced,Unemployed,Master,Business,25,473937,36,1712805
Female,Married,Unemployed,Bachelor,Housing,37,877239,12,832409
Female,Single,Self-employed,Bachelor,Housing,46,605600,9,1634690
Female,Married,Unemployed,High School,Education,62,594054,24,1767826
Male,Single,Salaried,Diploma,Education,63,153521,47,394572
Female,Divorced,Salaried,PhD,Housing,27,361977,35,1608859
Male,Divorced,Self-employed,Master,Business,60,197771,36,700332
Male,Widowed,Unemployed,PhD,Education,51,247199,40,763391
Female,Divorced,Unemployed,High School,Personal,43,771019,26,1611232
Female,Married,Salaried,Master,Medical,58,770129,36,555350
Male,Single,Unemployed,High School,Housing,20,645329,24,387164
Male,Widowed,Unemployed,Bachelor,Housing,23,650473,36,1628359
Female,Divorced,Unemployed,PhD,Education,22,187164,58,1127057
Female,Single,Self-employed,Diploma,Business,22,466887,37,716627
Female,Widowed,Salaried,High School,Housing,64,544638,7,954329
Female,Widowed,Unemployed,Master,Personal,40,761518,57,811062
Female,Single,Unemployed,PhD,Personal,26,897291,15,187815
Male,Widowed,Salaried,Diploma,Business,52,523313,7,677763
Male,Widowed,Self-employed,PhD,Medical,37,795858,7,754133
Male,Single,Salaried,Bachelor,Personal,59,78487,29,369186
Male,Single,Self-employed,Bachelor,Personal,52,158694,22,99476
Male,Married,Unemployed,Diploma,Personal,35,133853,37,1095471
Female,Widowed,Salaried,PhD,Housing,34,997767,21,1846041
Male,Divorced,Self-employed,PhD,Medical,41,325261,21,340696
Female,Married,Salaried,PhD,Medical,20,245062,51,770602
Female,Divorced,Salaried,Diploma,Education,49,461610,44,1537564
Male,Widowed,Unemployed,PhD,Business,52,243077,58,734308
Male,Single,Self-employed,Diploma,Business,55,897516,36,1305959
Female,Widowed,Salaried,Master,Business,30,33782,48,119093
Male,Single,Self-employed,Master,Medical,64,519492,29,1691987
Female,Widowed,Unemployed,Bachelor,Personal,42,824886,6,66535
Male,Married,Salaried,Bachelor,Personal,26,864336,16,378634
Male,Divorced,Unemployed,Master,Medical,21,664224,26,1669426
Male,Divorced,Unemployed,PhD,Business,31,418808,9,1479762
Male,Widowed,Unemployed,Diploma,Housing,54,163245,12,306323
Male,Widowed,Unemployed,Master,Medical,51,960708,31,1974088
Male,Single,Self-employed,High School,Medical,28,963100,52,308916
Female,Married,Self-employed,Diploma,Education,58,961828,55,763895
Female,Divorced,Salaried,Diploma,Medical,20,132258,17,1328639
Female,Divorced,Salaried,Master,Business,45,645956,36,91269
Male,Divorced,Self-employed,Diploma,Education,46,464418,22,1179250
Female,Divorced,Self-employed,High School,Medical,26,492616,38,878894
Male,Single,Self-employed,Bachelor,Personal,20,396328,16,970631
Female,Widowed,Self-employed,Bachelor,Education,42,516581,33,335291
Male,Divorced,Self-employed,High School,Business,51,433966,37,488744
Female,Divorced,Self-employed,PhD,Housing,29,288710,6,1699959
Female,Widowed,Unemployed,High School,Personal,59,672550,52,818460
Female,Divorced,Unemployed,Master,Education,26,572621,33,1822867
Male,Widowed,Self-employed,Bachelor,Medical,32,394073,58,140925
Male,Widowed,Unemployed,High School,Housing,57,746265,47,640669
Female,Single,Unemployed,Bachelor,Personal,42,623859,12,1722332
Female,Widowed,Self-employed,Bachelor,Business,22,130263,7,1340906
Male,Widowed,Salaried,High School,Education,28,929093,47,1948757
Female,Married,Salaried,Bachelor,Medical,51,559523,29,1006176
Male,Divorced,Unemployed,Diploma,Personal,41,10159,9,1112307
Female,Widowed,Salaried,Diploma,Business,32,677505,49,1485367
Male,Widowed,Salaried,Diploma,Personal,55,172993,24,1590450
Female,Married,Salaried,Diploma,Medical,25,377003,31,1673888
Female,Widowed,Self-employed,PhD,Business,22,157309,16,1739576
Male,Single,Salaried,Bachelor,Education,43,117507,45,1199697
Female,Single,Unemployed,Bachelor,Business,35,935748,55,315976
Male,Widowed,Unemployed,Bachelor,Education,23,24743,48,1655196
Female,Married,Self-employed,Master,Business,54,762462,16,62467
Male,Divorced,Salaried,High School,Education,30,56101,50,1139601
Male,Married,Unemployed,Master,Housing,45,252717,8,1242755
Female,Single,Unemployed,PhD,Education,22,655822,17,1095851
Female,Single,Salaried,PhD,Business,30,356371,8,127994
Male,Widowed,Self-employed,Bachelor,Business,34,240604,47,144202
Male,Divorced,Self-employed,High School,Education,57,197450,32,617769
Female,Divorced,Self-employed,High School,Housing,62,867558,54,1494373
Female,Widowed,Salaried,High School,Medical,49,852503,59,1697982
Female,Married,Unemployed,Master,Business,46,736481,7,1484730
Female,Widowed,Salaried,Diploma,Business,20,346907,54,494854
Male,Divorced,Self-employed,Bachelor,Education,57,497030,21,1746578
Female,Married,Salaried,Diploma,Personal,51,769710,7,798987
Female,Single,Unemployed,High School,Personal,57,415453,59,210185
Female,Married,Self-employed,Master,Housing,44,681009,35,134363
Female,Single,Unemployed,Master,Housing,30,178785,25,375188
Male,Divorced,Self-employed,Bachelor,Business,62,214535,43,261027
Male,Widowed,Unemployed,Bachelor,Personal,50,710769,33,1028534
Male,Divorced,Self-employed,Bachelor,Education,23,189838,30,323958
Female,Single,Self-employed,Bachelor,Personal,41,580442,37,1460060
Female,Single,Self-employed,Master,Business,36,279160,15,322168
Male,Single,Salaried,Bachelor,Education,33,482779,47,1817224
Female,Divorced,Self-employed,Bachelor,Medical,57,451904,45,945668
Male,Single,Self-employed,High School,Personal,45,886110,38,632124
Male,Single,Self-employed,High School,Housing,50,908488,18,1368155
Female,Single,Salaried,High School,Housing,58,588526,46,1034588
Male,Widowed,Unemployed,High School,Medical,30,330752,59,305095
Male,Married,Salaried,PhD,Housing,60,623369,47,1955609
Female,Divorced,Salaried,Bachelor,Education,62,257644,52,531632
Female,Widowed,Salaried,Bachelor,Medical,42,959401,42,1359752
Female,Married,Unemployed,High School,Personal,59,847393,59,1481591
Female,Single,Unemployed,High School,Housing,53,209775,21,299717
Female,Widowed,Unemployed,Bachelor,Medical,44,972261,50,1757343
Female,Divorced,Self-employed,Bachelor,Personal,55,823349,27,1983951
Female,Single,Salaried,High School,Medical,24,950240,25,1131516
Male,Widowed,Self-employed,High School,Personal,22,824422,55,579954
Male,Single,Self-employed,Master,Personal,60,72551,48,1397842
Male,Married,Unemployed,Diploma,Medical,62,985665,32,1254740
Female,Widowed,Unemployed,Bachelor,Personal,48,744983,46,966185
Male,Divorced,Self-employed,PhD,Medical,40,687800,21,959834
Female,Married,Self-employed,Master,Education,59,176277,39,256717
Female,Divorced,Self-employed,Bachelor,Housing,27,90811,37,1461910
Male,Widowed,Salaried,Master,Business,49,789128,31,1461188
Female,Widowed,Salaried,High School,Education,60,851535,30,76505
Female,Widowed,Salaried,Diploma,Education,47,474028,7,1659577
Female,Divorced,Unemployed,Master,Education,56,969131,17,497603
Female,Widowed,Salaried,Master,Medical,48,378266,45,879601
Male,Divorced,Unemployed,Master,Housing,35,244104,14,1302930
Male,Widowed,Unemployed,Master,Business,53,553296,17,1700375
Female,Married,Unemployed,PhD,Business,19,212346,31,1019246
Female,Divorced,Salaried,PhD,Education,31,566690,14,1925530
Male,Divorced,Salaried,High School,Personal,30,194456,15,262204
Female,Divorced,Self-employed,PhD,Medical,46,794282,37,1349270
Female,Widowed,Salaried,Bachelor,Business,29,409009,39,299836
Male,Divorced,Unemployed,PhD,Personal,56,506043,53,808849
Female,Married,Self-employed,PhD,Medical,19,146643,25,1984405
Female,Single,Salaried,Diploma,Medical,49,500083,44,578168
Male,Single,Unemployed,PhD,Housing,30,943713,7,486670
Male,Widowed,Self-employed,High School,Business,63,123550,6,1023215
Male,Married,Unemployed,PhD,Medical,44,494146,56,617827
Male,Single,Salaried,Master,Personal,58,970652,41,290056
Female,Married,Unemployed,PhD,Personal,34,101218,29,1317633
Female,Widowed,Self-employed,Diploma,Housing,57,143296,59,1637663
Male,Married,Self-employed,Bachelor,Business,48,509909,32,557800
Female,Widowed,Unemployed,Master,Business,51,528767,7,1203419
Male,Single,Self-employed,High School,Business,41,189767,36,493942
Male,Widowed,Salaried,Master,Medical,62,917211,19,98784
Female,Widowed,Unemployed,Master,Education,52,401858,7,163034
Male,Widowed,Self-employed,Master,Education,23,775348,34,484044
Male,Single,Salaried,Master,Business,36,250016,20,1823462
Male,Divorced,Unemployed,Master,Education,47,42441,17,1152938
Male,Single,Unemployed,Diploma,Business,24,248038,42,103997
Male,Widowed,Unemployed,Bachelor,Housing,27,704489,33,231413
Female,Divorced,Salaried,Diploma,Education,58,765612,25,1510865
Male,Widowed,Unemployed,Diploma,Medical,49,858800,44,1463119
Male,Married,Self-employed,Bachelor,Personal,51,626410,29,850981
Female,Divorced,Self-employed,PhD,Education,45,54760,26,893352
Male,Divorced,Self-employed,PhD,Business,32,295622,15,790686
Male,Single,Unemployed,Master,Personal,47,924313,51,1567307
Male,Married,Self-employed,Master,Education,54,868286,19,834752
Female,Widowed,Salaried,Diploma,Housing,46,890662,42,1512108
Female,Widowed,Salaried,PhD,Medical,39,357860,23,207255
Female,Divorced,Salaried,Bachelor,Medical,21,677540,29,930292
Male,Single,Unemployed,High School,Personal,37,108538,19,598912
Male,Married,Self-employed,High School,Housing,49,549660,39,1816451
Female,Single,Unemployed,PhD,Education,53,826228,17,1857648
Female,Married,Unemployed,PhD,Personal,21,985776,27,1577573
Male,Married,Unemployed,PhD,Education,44,521511,11,620993
Male,Divorced,Salaried,Master,Education,34,231035,41,1712190
Male,Divorced,Self-employed,High School,Housing,29,895258,50,1518548
Male,Married,Unemployed,Diploma,Business,39,392736,41,896822
Female,Married,Self-employed,Bachelor,Medical,34,365779,27,118369
Male,Divorced,Salaried,Bachelor,Business,27,645310,19,1300469
Male,Married,Salaried,Bachelor,Housing,18,588328,21,1370309
Male,Single,Unemployed,High School,Medical,39,871789,41,1735876
Male,Single,Self-employed,High School,Medical,43,736728,30,1958189
Male,Divorced,Unemployed,Bachelor,Medical,35,612644,37,750146
Male,Widowed,Salaried,Master,Medical,31,288355,38,800046
Male,Widowed,Self-employed,Bachelor,Medical,64,377570,50,697999
Male,Divorced,Unemployed,Diploma,Medical,46,277986,41,126425
Male,Married,Salaried,PhD,Business,29,466331,25,546297
Female,Married,Unemployed,PhD,Education,53,863284,23,1638858
Female,Married,Salaried,Master,Medical,52,397881,43,1068543
Male,Widowed,Unemployed,Bachelor,Housing,29,318112,8,161915
Female,Divorced,Self-employed,Diploma,Personal,24,813940,28,435105
Male,Single,Unemployed,Diploma,Personal,46,163077,37,533414
Female,Widowed,Salaried,Master,Business,28,64575,50,1203248
Male,Widowed,Salaried,High School,Personal,50,483958,21,863071
Male,Single,Self-employed,Master,Education,23,684331,10,1377925
Male,Married,Self-employed,Master,Business,64,428815,9,368821
Female,Married,Self-employed,Master,Personal,32,490808,26,82930
Female,Married,Unemployed,Diploma,Business,49,601202,45,1171889
Female,Single,Self-employed,Master,Education,28,783422,56,799211
Female,Single,Unemployed,Bachelor,Personal,40,601343,19,1211729
Male,Married,Self-employed,PhD,Personal,43,621985,44,1584301
Male,Married,Unemployed,Bachelor,Housing,51,640527,36,1903324
Male,Divorced,Unemployed,Master,Personal,63,245469,19,282911
Female,Divorced,Unemployed,High School,Medical,51,133106,11,1194634
Female,Single,Salaried,Diploma,Medical,46,801787,17,137876
Female,Married,Self-employed,Bachelor,Personal,21,850552,21,659654
Female,Widowed,Self-employed,Master,Medical,34,477835,22,587691
Female,Married,Self-employed,Master,Medical,52,310486,50,1440772
Female,Single,Self-employed,Master,Medical,30,12257,28,822838
Male,Single,Unemployed,PhD,Education,58,299508,19,311420
Female,Widowed,Self-employed,Master,Personal,56,690332,12,527843
Female,Widowed,Salaried,High School,Personal,32,121715,51,385639
Female,Married,Salaried,High School,Personal,46,36654,37,213004
Male,Divorced,Salaried,Diploma,Business,46,746129,20,408234
Male,Widowed,Unemployed,Diploma,Education,28,353567,49,1397421
Male,Divorced,Salaried,Bachelor,Education,49,301464,22,446601
Female,Widowed,Salaried,Bachelor,Housing,19,555096,46,1875260
Male,Widowed,Salaried,PhD,Medical,64,586677,59,631529
Female,Married,Unemployed,Bachelor,Personal,31,498906,52,715727
Male,Widowed,Unemployed,High School,Housing,37,128581,49,115030
Male,Married,Self-employed,Bachelor,Housing,39,137927,39,1800441
Female,Divorced,Unemployed,Diploma,Education,28,44773,10,1262980
Male,Divorced,Self-employed,Master,Housing,44,716528,50,1052682
Female,Widowed,Salaried,Master,Medical,20,430963,32,1305973
Female,Widowed,Unemployed,Master,Personal,34,348540,57,529702
Male,Divorced,Salaried,PhD,Business,61,511590,28,1517355
Male,Widowed,Salaried,High School,Business,45,379836,45,155185
Female,Divorced,Unemployed,PhD,Personal,46,224764,19,1134980
Male,Divorced,Salaried,Master,Education,38,591793,20,105182
Male,Single,Salaried,Bachelor,Education,64,882328,48,1393711
Female,Widowed,Self-employed,High School,Personal,33,552423,38,1727465
Female,Widowed,Salaried,PhD,Business,54,625175,58,753023
Male,Married,Unemployed,Diploma,Personal,37,132118,36,902318
Female,Single,Self-employed,PhD,Business,23,319521,40,1744866
Male,Divorced,Salaried,High School,Personal,36,164626,22,395992
Female,Married,Salaried,Diploma,Medical,22,858923,33,991631
Male,Married,Self-employed,Diploma,Business,20,983125,24,894124
Male,Widowed,Unemployed,Bachelor,Housing,18,255739,51,1324037
Female,Single,Unemployed,High School,Medical,55,854715,59,1922508
Female,Single,Salaried,High School,Personal,32,488356,28,870217
Male,Married,Self-employed,High School,Housing,51,289067,37,658434
Female,Single,Self-employed,PhD,Medical,52,319735,45,1056630
Male,Divorced,Unemployed,PhD,Housing,42,596549,18,538195
Female,Married,Self-employed,High School,Personal,41,326480,25,622285
Female,Widowed,Salaried,PhD,Personal,29,346227,40,1630034
Male,Divorced,Salaried,High School,Education,35,595236,10,194375
Male,Divorced,Unemployed,Master,Business,32,250891,14,1432463
Male,Single,Salaried,Master,Personal,61,174074,34,1569644
Female,Single,Unemployed,High School,Medical,33,483314,11,85187
Male,Single,Salaried,Bachelor,Business,44,519452,30,1818970
Male,Divorced,Self-employed,Diploma,Education,25,298816,36,1039280
Female,Widowed,Unemployed,High School,Housing,63,800645,27,707253
Male,Single,Unemployed,Diploma,Education,42,151365,7,1767689
Male,Single,Salaried,Bachelor,Housing,34,459076,50,1136666
Male,Divorced,Unemployed,Diploma,Personal,46,72507,10,1032426
Male,Divorced,Salaried,Diploma,Personal,25,67134,32,1568560
